F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
15,58,4,2,6,False,183,False,False,2,False,False,False,True,0,1,False,2,False,False,NomAnaph
17,18,1,2,0,False,58,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
7,15,2,0,0,False,66,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
38,53,3,7,3,False,173,False,False,0,False,False,False,False,0,5,False,2,False,False,NomAnaph
9,37,2,1,4,False,177,False,False,1,False,False,False,True,0,12,False,2,False,False,NomAnaph
8,21,1,1,1,False,87,False,False,1,False,False,False,False,0,7,False,3,False,False,NomAnaph
20,25,3,2,0,False,145,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
7,14,1,1,0,False,195,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
5,12,1,1,0,False,194,False,False,0,False,False,False,False,0,0,False,4,False,False,NomAnaph
1,36,2,0,4,False,14,False,False,0,False,False,False,False,0,11,False,4,False,False,NomAnaph
5,17,2,1,2,False,183,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
27,42,1,4,1,False,161,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
12,13,2,1,0,False,115,False,False,0,False,False,False,False,0,0,False,2,False,False,ClauseAnaph
15,18,1,2,0,False,253,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
1,6,1,0,1,False,12,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
12,37,2,2,5,False,176,False,False,0,False,False,False,False,0,13,False,2,False,False,ClauseAnaph
12,37,2,2,5,False,176,False,False,0,False,False,False,False,0,13,False,2,False,False,ClauseAnaph
13,21,2,2,1,False,178,False,False,0,False,False,False,False,0,0,False,2,False,False,ClauseAnaph
5,37,2,1,4,False,185,False,False,1,False,False,False,False,0,1,False,2,False,False,NomAnaph
5,8,1,1,0,False,188,False,False,0,False,False,False,False,0,0,False,2,False,False,ClauseAnaph
9,12,1,2,0,False,198,False,False,0,False,False,False,False,0,0,False,3,False,False,ClauseAnaph
13,14,1,2,0,False,58,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
19,20,1,3,0,False,146,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
1,16,2,0,2,False,19,False,False,0,False,False,False,False,0,13,False,3,False,False,NomAnaph
9,10,2,0,0,False,146,False,False,0,False,False,False,False,0,0,False,2,False,False,ClauseAnaph
1,7,1,0,0,False,3,False,False,1,False,False,False,False,0,0,False,3,False,False,ClauseAnaph
1,9,1,0,0,False,3,False,False,1,False,False,False,False,0,0,False,3,False,False,ClauseAnaph
8,16,2,1,1,False,147,False,False,0,False,False,False,False,0,4,False,2,False,False,ClauseAnaph
11,14,1,2,0,False,88,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
1,14,1,0,0,False,7,False,False,0,False,False,False,False,0,0,False,4,False,False,NomAnaph
33,34,1,3,0,False,146,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
16,17,2,3,0,False,165,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
15,40,3,2,3,False,49,False,False,1,False,False,False,True,0,21,False,3,False,False,NomAnaph
15,40,3,2,3,False,49,False,False,1,False,False,False,True,0,21,False,3,False,False,NomAnaph
3,13,2,0,0,False,36,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
43,53,5,6,1,False,246,False,False,0,False,False,False,False,0,0,False,4,False,False,NomAnaph
3,21,3,0,2,False,22,False,False,1,False,False,False,False,0,0,False,4,False,False,NomAnaph
17,31,4,3,0,False,86,False,False,0,False,False,False,False,0,0,False,4,False,False,NomAnaph
12,55,4,1,4,False,262,False,False,0,False,False,False,False,0,37,False,4,False,False,NomAnaph
12,55,4,1,4,False,262,False,False,0,False,False,False,False,0,37,False,4,False,False,NomAnaph
7,10,2,2,0,False,192,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
11,12,1,1,0,False,146,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
11,16,1,1,0,False,262,False,False,0,False,False,False,False,0,0,False,4,False,False,NomAnaph
13,18,1,2,1,False,97,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
1,11,1,0,1,False,1,False,False,2,False,False,False,True,0,0,False,3,False,False,NomAnaph
6,15,2,1,1,False,245,False,False,1,False,False,False,True,0,0,False,3,False,False,ClauseAnaph
1,15,2,0,1,False,6,False,False,0,False,False,False,False,0,3,False,3,False,False,NomAnaph
14,33,2,2,1,False,215,False,False,1,False,False,False,False,0,5,False,3,False,False,NomAnaph
9,16,3,1,0,False,247,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
6,17,2,1,1,False,239,False,False,1,False,False,False,True,0,0,False,3,False,False,NomAnaph
1,26,3,0,4,False,19,False,False,2,False,False,False,True,0,9,False,3,False,False,NomAnaph
48,49,4,4,0,False,46,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
9,10,2,0,0,False,235,False,False,0,False,False,False,False,0,0,False,3,False,False,ClauseAnaph
1,11,1,0,0,False,3,False,False,0,False,False,False,False,0,6,False,3,False,False,ClauseAnaph
4,8,2,0,0,False,37,False,False,0,False,False,False,False,0,0,False,0,False,False,ClauseAnaph
1,34,1,0,2,False,14,False,False,2,False,False,False,False,0,9,False,3,False,False,ClauseAnaph
21,37,5,4,4,False,216,False,False,0,False,False,False,False,0,6,False,3,False,False,ClauseAnaph
13,14,3,1,0,False,89,False,False,0,False,False,False,False,0,0,False,2,False,False,ClauseAnaph
8,9,2,1,0,False,172,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
1,12,1,0,0,False,8,False,False,1,False,False,False,False,0,0,False,3,False,False,ClauseAnaph
6,11,2,0,0,False,210,False,False,1,False,False,False,False,0,0,False,3,False,False,ClauseAnaph
15,20,3,1,0,False,108,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
5,15,2,1,2,False,205,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
4,15,3,0,1,False,39,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
9,22,1,1,1,False,123,False,False,0,False,False,False,False,0,7,False,3,False,False,NomAnaph
74,79,4,6,1,False,64,False,False,0,False,False,False,False,0,0,False,2,False,False,ClauseAnaph
33,50,4,4,2,False,217,False,False,0,False,False,False,False,0,5,False,3,False,False,NomAnaph
12,13,1,2,0,False,146,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
32,51,3,4,2,False,116,False,False,1,False,False,False,False,0,1,False,2,False,False,NomAnaph
32,51,3,4,2,False,116,False,False,1,False,False,False,False,0,1,False,2,False,False,NomAnaph
13,14,1,1,0,False,115,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
23,24,3,3,0,False,129,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
27,28,2,3,0,False,129,False,False,0,False,False,False,False,0,0,False,5,False,False,ClauseAnaph
14,17,2,2,0,False,137,False,False,0,False,False,False,False,0,1,False,2,False,False,ClauseAnaph
30,37,2,3,1,False,204,False,False,0,False,False,False,False,0,1,False,2,False,False,ClauseAnaph
1,39,2,0,4,False,19,False,False,2,False,False,False,True,0,0,False,3,False,False,ClauseAnaph
9,10,1,1,0,False,146,False,False,0,False,False,False,False,0,0,False,2,False,False,ClauseAnaph
19,28,5,2,1,False,233,False,False,0,False,False,False,False,0,0,False,3,False,False,ClauseAnaph
15,16,1,2,0,False,250,False,False,0,False,False,False,False,0,0,False,5,False,False,ClauseAnaph
9,10,1,1,0,False,76,False,False,0,False,False,False,False,0,0,False,2,False,False,ClauseAnaph
4,44,5,0,4,False,42,False,False,1,False,False,False,True,0,34,False,3,False,False,NomAnaph
11,12,1,1,0,False,46,False,False,0,False,False,False,False,0,0,False,5,False,False,ClauseAnaph
5,14,1,1,1,False,190,False,False,0,False,False,False,False,0,3,False,2,False,False,NomAnaph
1,40,3,0,4,False,9,False,False,2,False,False,False,True,0,11,False,3,False,False,NomAnaph
8,20,1,1,2,False,243,False,False,0,False,False,False,False,0,9,False,3,False,False,NomAnaph
18,40,9,2,1,False,213,False,False,2,False,False,False,False,0,5,False,4,False,False,NomAnaph
1,8,1,0,1,False,8,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
3,10,1,0,1,False,30,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
1,10,0,0,1,False,2,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
1,8,1,0,1,False,9,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
5,17,2,0,1,False,230,False,False,0,False,False,False,False,0,3,False,3,False,False,NomAnaph
1,12,1,0,2,False,18,False,False,0,False,False,False,False,0,7,False,3,False,False,NomAnaph
24,44,5,3,2,False,252,False,False,1,False,False,False,False,0,0,False,5,False,False,NomAnaph
19,30,3,3,2,False,184,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
22,27,3,3,0,False,262,False,False,0,False,False,False,False,0,0,False,4,False,False,NomAnaph
24,38,5,4,0,False,128,False,False,1,False,False,False,False,0,0,False,3,False,False,NomAnaph
13,43,5,1,4,False,176,False,False,0,False,False,False,False,0,26,False,2,False,False,ClauseAnaph
11,20,1,1,1,False,121,False,False,0,False,False,False,False,0,3,False,2,False,False,NomAnaph
17,38,3,1,2,False,232,False,False,1,False,False,False,True,0,5,False,3,False,False,NomAnaph
1,16,2,0,3,False,9,False,False,1,False,False,False,True,0,0,False,3,False,False,ClauseAnaph
17,44,1,3,3,False,261,False,False,1,False,False,False,True,0,9,False,3,False,False,ClauseAnaph
29,44,3,3,1,False,262,False,False,0,False,False,False,False,0,5,False,3,False,False,NomAnaph
1,16,3,0,1,False,4,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
20,21,2,2,0,False,250,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
53,58,4,5,1,False,118,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
5,14,1,1,1,False,126,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
19,20,1,3,0,False,55,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
16,17,2,2,0,False,250,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
28,37,2,3,1,False,219,False,False,2,False,False,False,True,0,0,False,3,False,False,ClauseAnaph
25,58,4,4,5,False,167,False,False,1,False,False,False,False,0,1,False,5,False,False,ClauseAnaph
48,67,2,7,2,False,260,False,False,0,False,False,False,False,0,7,False,4,False,False,NomAnaph
57,87,6,6,3,False,140,False,False,0,False,False,False,False,0,5,False,4,False,False,NomAnaph
1,29,2,0,3,False,8,False,False,0,False,False,False,False,0,18,False,3,False,False,NomAnaph
38,39,2,5,0,False,250,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
1,26,1,0,2,False,7,False,False,0,False,False,False,False,0,9,False,4,False,False,NomAnaph
13,22,3,1,1,False,95,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
11,45,2,1,4,False,262,False,False,0,False,False,False,False,0,5,False,4,False,False,NomAnaph
11,45,2,1,4,False,262,False,False,0,False,False,False,False,0,5,False,4,False,False,NomAnaph
6,15,1,0,1,False,158,False,False,0,False,False,False,False,0,5,False,4,False,False,NomAnaph
7,14,1,0,1,False,107,False,False,0,False,False,False,False,0,0,False,2,False,False,ClauseAnaph
7,14,1,0,1,False,107,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
24,38,3,2,2,False,110,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
19,20,1,2,0,False,129,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
15,16,1,1,0,False,250,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
29,30,1,4,0,False,250,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
11,12,1,1,0,False,76,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
9,12,1,1,0,False,160,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
15,16,1,2,0,False,172,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
4,16,2,0,1,False,40,False,False,0,False,False,False,False,0,3,False,3,False,False,NomAnaph
1,23,2,0,2,False,14,False,False,1,False,False,False,True,0,5,False,4,False,False,NomAnaph
15,22,1,1,1,False,75,False,False,0,False,False,False,False,0,3,False,3,False,False,NomAnaph
1,18,3,0,2,False,4,False,False,0,False,False,False,False,0,4,False,3,False,False,NomAnaph
56,73,4,7,2,False,62,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
60,61,2,9,0,False,143,False,False,0,False,False,False,False,0,0,False,2,False,False,ClauseAnaph
1,46,5,0,3,False,8,False,False,0,False,False,False,False,0,7,False,4,False,False,NomAnaph
3,58,1,0,8,False,26,False,False,2,False,False,False,True,0,7,False,3,False,False,NomAnaph
8,15,2,1,1,False,238,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
7,14,2,1,1,False,90,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
39,40,2,5,0,False,129,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
11,14,1,1,0,False,179,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
11,55,3,2,5,False,72,False,False,0,False,False,False,False,0,20,False,3,False,False,NomAnaph
11,55,3,2,5,False,72,False,False,0,False,False,False,False,0,20,False,3,False,False,NomAnaph
12,30,4,1,1,False,260,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
37,58,2,4,2,False,213,False,False,2,False,False,False,True,0,5,False,4,False,False,NomAnaph
7,31,2,0,2,False,70,False,False,1,False,False,False,True,0,14,False,3,False,False,NomAnaph
7,31,2,0,2,False,70,False,False,1,False,False,False,True,0,14,False,3,False,False,NomAnaph
21,24,1,3,0,False,119,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
34,51,2,5,1,False,113,False,False,2,False,False,False,True,0,0,False,3,False,False,NomAnaph
64,75,4,8,1,False,211,False,False,0,False,False,False,False,0,7,False,4,False,False,NomAnaph
24,25,3,3,0,False,129,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
11,40,5,1,3,False,265,False,False,1,False,False,False,True,0,9,False,3,False,False,NomAnaph
5,24,2,1,3,False,185,False,False,1,False,False,False,True,0,1,False,2,False,False,NomAnaph
1,16,1,0,1,False,7,False,False,0,False,False,False,False,0,7,False,3,False,False,ClauseAnaph
22,46,4,3,3,False,136,False,False,1,False,False,False,True,0,1,False,5,False,False,NomAnaph
17,22,4,3,1,False,97,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
20,21,2,3,0,False,172,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
54,67,4,5,1,False,73,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
22,61,2,3,4,False,200,False,False,1,False,False,False,False,0,3,False,3,False,False,NomAnaph
25,32,1,4,1,False,150,False,False,1,False,False,False,True,0,1,False,2,False,False,NomAnaph
9,34,2,1,4,False,185,False,False,1,False,False,False,True,0,1,False,2,False,False,NomAnaph
9,34,2,1,4,False,185,False,False,1,False,False,False,True,0,1,False,2,False,False,NomAnaph
23,51,2,3,5,False,132,False,False,1,False,False,False,True,0,0,False,5,False,False,NomAnaph
29,30,1,3,0,False,76,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
5,35,3,1,4,False,180,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
9,18,1,1,1,False,82,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
31,36,4,2,1,False,45,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
61,62,4,7,0,False,146,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
5,43,4,1,6,False,186,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
5,43,4,1,6,False,186,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
24,39,2,4,2,False,264,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
24,39,2,4,2,False,264,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
54,121,12,7,6,False,78,False,False,2,False,False,False,False,0,57,False,2,False,False,NomAnaph
22,29,2,3,0,False,124,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
9,26,3,1,1,False,163,False,False,1,False,False,False,False,0,11,False,3,False,False,NomAnaph
64,77,5,8,1,False,218,False,False,0,False,False,False,False,0,7,False,4,False,False,NomAnaph
9,10,1,1,0,False,76,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
16,19,2,1,0,False,112,False,False,0,False,False,False,False,0,0,False,1,False,False,NomAnaph
27,28,3,3,0,False,76,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
1,54,3,0,7,False,7,False,False,4,False,False,False,True,0,18,False,3,False,False,NomAnaph
1,54,3,0,7,False,7,False,False,4,False,False,False,True,0,18,False,3,False,False,NomAnaph
67,84,5,8,2,False,106,False,False,1,False,False,False,True,0,7,False,2,False,False,NomAnaph
51,64,3,5,2,False,117,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
35,44,3,5,0,False,116,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
13,14,1,1,0,False,146,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
1,14,2,0,1,False,7,False,False,0,False,False,False,False,0,7,False,3,False,False,NomAnaph
63,65,4,9,0,False,166,False,False,0,False,False,False,False,0,0,False,5,False,False,NomAnaph
51,66,3,5,1,False,124,False,False,1,False,False,False,True,0,7,False,4,False,False,NomAnaph
68,71,3,7,0,False,134,False,False,1,False,False,False,False,0,0,False,5,False,False,NomAnaph
3,46,5,0,4,False,24,False,False,3,False,False,False,False,0,9,False,3,False,False,NomAnaph
3,28,3,0,4,False,33,False,False,0,False,False,False,False,0,21,False,3,False,False,NomAnaph
9,10,1,1,0,False,172,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
71,96,3,11,3,False,260,False,False,1,False,False,False,False,0,21,False,3,False,False,NomAnaph
3,12,2,0,1,False,28,False,False,1,False,False,False,False,0,0,False,3,False,False,NomAnaph
1,12,1,0,1,False,7,False,False,1,False,False,False,False,0,7,False,3,False,False,ClauseAnaph
49,57,2,4,1,False,141,False,False,0,False,False,False,False,0,3,False,3,False,False,NomAnaph
30,37,2,4,1,False,99,False,False,0,False,False,False,False,0,1,False,2,False,False,ClauseAnaph
4,13,2,0,1,False,41,False,False,1,False,False,False,True,0,0,False,3,False,False,NomAnaph
29,66,3,4,5,False,154,False,False,0,False,False,False,False,0,19,False,2,False,False,NomAnaph
29,66,3,4,5,False,154,False,False,0,False,False,False,False,0,19,False,2,False,False,NomAnaph
8,63,6,1,7,False,201,False,False,1,False,False,False,False,0,8,False,2,False,False,NomAnaph
29,46,2,3,3,False,182,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
29,46,2,3,3,False,182,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
29,38,2,3,1,False,63,False,False,1,False,False,False,True,0,1,False,2,False,False,NomAnaph
18,48,2,3,3,False,220,False,False,0,False,False,False,False,0,9,False,3,False,False,ClauseAnaph
13,27,2,1,2,False,59,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
13,27,2,1,2,False,59,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
11,46,6,0,4,False,237,False,False,0,False,False,False,False,0,3,False,3,False,False,NomAnaph
16,21,2,2,0,False,122,False,False,0,False,False,False,False,0,0,False,2,False,False,NomAnaph
30,51,1,3,4,False,156,False,False,0,False,False,False,False,0,11,False,2,False,False,NomAnaph
30,51,1,3,4,False,156,False,False,0,False,False,False,False,0,11,False,2,False,False,NomAnaph
65,99,4,8,4,False,100,False,False,0,False,False,False,False,0,6,False,2,False,False,NomAnaph
65,99,4,8,4,False,100,False,False,0,False,False,False,False,0,6,False,2,False,False,NomAnaph
22,31,2,2,1,False,223,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
11,58,3,1,3,False,50,False,False,2,False,False,False,True,0,14,False,3,False,False,NomAnaph
25,34,7,0,1,False,151,False,False,0,False,False,False,False,0,1,False,2,False,False,NomAnaph
1,12,1,0,1,False,18,False,False,1,False,False,False,True,0,0,False,3,False,False,NomAnaph
1,28,3,0,3,False,4,False,False,1,False,False,False,False,0,4,False,3,False,False,ClauseAnaph
13,21,2,2,1,False,199,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
19,24,1,2,0,False,139,False,False,0,False,False,False,False,0,0,False,3,False,False,NomAnaph
11,40,3,1,4,False,51,False,False,1,False,False,False,False,0,0,False,3,False,False,NomAnaph
1,12,1,0,2,False,15,False,False,0,False,False,False,False,0,5,False,3,False,False,ClauseAnaph
5,6,1,1,0,False,172,False,False,0,False,False,False,False,0,0,False,2,False,False,ClauseAnaph
21,28,3,3,0,False,151,False,False,1,False,False,False,False,0,1,False,2,False,False,NomAnaph
13,34,2,2,2,False,164,False,False,1,False,False,False,True,0,0,False,3,False,False,ClauseAnaph
